area, name, level, item type, weapon type, armor position, stats, weapon flags, extra flags, affects, found at
The Campgrounds, "a water bucket", 0, drink, none, none, none, none, none, , in room At The Water Spout
The Campgrounds, "a camping fireplace", 0, container, none, none, none, none, nopurge no_locate burn_proof, , in room Campsite B8
The Campgrounds, "a cold wine cooler", 0, container, none, none, none, none, none, , in room Campsite B2
The Campgrounds, "a refreshing wine cooler", 0, drink, none, hold, none, none, none, , in container a cold wine cooler
The Campgrounds, "a refreshing wine cooler", 0, drink, none, hold, none, none, none, , in container a cold wine cooler
The Campgrounds, "a refreshing wine cooler", 0, drink, none, hold, none, none, none, , in container a cold wine cooler
The Campgrounds, "a refreshing wine cooler", 0, drink, none, hold, none, none, none, , in container a cold wine cooler
The Campgrounds, "a refreshing wine cooler", 0, drink, none, hold, none, none, none, , in container a cold wine cooler
The Campgrounds, "a refreshing wine cooler", 0, drink, none, hold, none, none, none, , in container a cold wine cooler
The Campgrounds, "a camping fireplace", 0, container, none, none, none, none, nopurge no_locate burn_proof, , in room Campsite B6
The Campgrounds, "a six-pack of beer", 0, container, none, none, none, none, none, , in room Campsite B4
The Campgrounds, "a bottle of beer", 0, drink, none, none, none, none, none, , in container a six-pack of beer
The Campgrounds, "a bottle of beer", 0, drink, none, none, none, none, none, , in container a six-pack of beer
The Campgrounds, "a bottle of beer", 0, drink, none, none, none, none, none, , in container a six-pack of beer
The Campgrounds, "a bottle of beer", 0, drink, none, none, none, none, none, , in container a six-pack of beer
The Campgrounds, "a bottle of beer", 0, drink, none, none, none, none, none, , in container a six-pack of beer
The Campgrounds, "a bottle of beer", 0, drink, none, none, none, none, none, , in container a six-pack of beer
The Campgrounds, "a camping fireplace", 0, container, none, none, none, none, nopurge no_locate burn_proof, , in room Campsite C7
The Campgrounds, "a can of Fire Sprite", 26, potion, none, none, none, none, none, , in room In The Fire Place
The Campgrounds, "a bearskin coat", 30, armor, none, body, 7/7/7/8, none, none, , in room Campsite C5
The Campgrounds, "a boombox", 0, container, none, hold, none, none, none, , in room Campsite C6
The Campgrounds, "a shattered cd", 24, weapon, dagger, none, 3d6 (average 10), sharp, glow, dexterity -1 mana 10 , in container a boombox
The Campgrounds, "a pile of chicken feed", 0, food, none, none, none, none, none, , in room Campsite C1
The Campgrounds, "a bucket of hot Buffalo chicken wings", 0, food, none, none, none, none, none, , in room Campsite C1
The Campgrounds, "a toilet", 0, container, none, none, none, none, none, , in room A Private Stall
The Campgrounds, "a faerie wing pendant", 25, jewelry, none, neck, none, none, none, intelligence 3 damage roll -2 , in container a toilet
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a templar
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by a templar
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a templar
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by a templar
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a templar
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a templar
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by a templar
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by the templar officer
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by the templar officer
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a templar
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a templar
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by the templar officer
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by the templar officer
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by the templar officer
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by the templar officer
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by the templar officer
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by the templar officer
Catacombs, "a shadow cloak", 14, armor, none, body, 7/7/7/2, none, magic, moves -30 , equipped by the shadow
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by a templar
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by the templar officer
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by the templar officer
Catacombs, "a templar's sword", 10, weapon, sword, none, 2d6 (average 7), none, bless, hit roll 1 , equipped by a templar
Catacombs, "a flask of holy water", 11, potion, none, hold, none, none, glow, , equipped by the grand templar
Catacombs, "a glowing key", 0, key, none, none, none, none, glow hum magic, , equipped by the grand templar
Catacombs, "a white cape", 12, armor, none, neck, 5/5/5/0, none, glow, hit roll 1 , equipped by the grand templar
Catacombs, "a shadow cloak", 14, armor, none, body, 7/7/7/2, none, magic, moves -30 , equipped by the shadow
Catacombs, "a kingly crown", 24, key, none, head, none, none, bless, armor class -6 , equipped by The DarkenBeast
Catacombs, "a suit of granite platemail", 23, armor, none, torso, 8/8/8/2, none, hum anti-good, dexterity -1 , equipped by The DarkenBeast
Catacombs, "an onyx ring", 7, jewelry, none, finger, none, none, anti-good, wisdom 1 armor class -1 , equipped by The DarkenBeast
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a skeleton
Catacombs, "a suit of chainmail", 10, armor, none, torso, 5/5/5/0, none, bless, , equipped by a skeleton
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "a prism wand", 12, wand, none, hold, none, none, glow magic, , equipped by the prism dragon
Catacombs, "a dragonscale shield", 22, armor, none, shield, 7/7/7/4, none, none, saves -2 , equipped by the prism dragon
Catacombs, "the neutralizer", 16, weapon, sword, none, 3d5 (average 9), none, hum anti-good anti-evil, damage roll 1 hit roll 1 , equipped by The vampire
Catacombs, "the shield of defense", 13, armor, none, shield, 6/6/6/4, none, magic, damage roll -1 hit roll -2 hp 10 mana 10 armor class -2 , equipped by the evil necromancer
Catacombs, "a misty potion", 12, potion, none, hold, none, none, none, , equipped by some mist
Catacombs, "stone", 0, container, none, none, none, none, glow, , in room The holy place
Catacombs, "the sword Excalibur", 24, weapon, sword, none, 5d4 (average 12), holy, glow magic anti-evil anti-neutral, strength 1 hit roll 3 , in container stone
Gangland, "a broken bottle", 11, weapon, dagger, none, 2d7 (average 8), none, none, hit roll -2 , equipped by the Troll gang leader
Gangland, "a troll signet ring", 10, jewelry, none, finger, none, none, none, armor class -2 strength 1 , equipped by the Troll gang leader
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by the Troll gang leader
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a bruiser
Gangland, "a metal shield", 3, armor, none, shield, 3/3/3/1, none, none, , equipped by a bruiser
Gangland, "a hefty length of chain", 12, weapon, whip, none, 2d6 (average 7), none, glow, armor class -2 hit roll 1 , equipped by a bruiser
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a bruiser
Gangland, "a troll signet ring", 10, jewelry, none, finger, none, none, none, armor class -2 strength 1 , equipped by a bruiser
Gangland, "a hefty length of chain", 12, weapon, whip, none, 2d6 (average 7), none, glow, armor class -2 hit roll 1 , equipped by a bruiser
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a bruiser
Gangland, "comfortable leather gloves", 7, armor, none, hands, 4/3/4/0, none, none, strength 1 , equipped by a bruiser
Gangland, "a lead pipe", 11, weapon, mace, none, 2d6 (average 7), none, none, hit roll -1 damage roll 1 , equipped by a bruiser
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a bruiser
Gangland, "a metal shield", 3, armor, none, shield, 3/3/3/1, none, none, , equipped by a bruiser
Gangland, "a troll signet ring", 10, jewelry, none, finger, none, none, none, armor class -2 strength 1 , equipped by a bruiser
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a bruiser
Gangland, "a lead pipe", 11, weapon, mace, none, 2d6 (average 7), none, none, hit roll -1 damage roll 1 , equipped by a bruiser
Gangland, "a pair of black leather pants", 5, armor, none, legs, 3/4/4/0, none, none, , equipped by a bruiser
Gangland, "a spray paint can", 12, wand, none, hold, none, none, hum, , equipped by a punk
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a punk
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a punk
Gangland, "a switchblade", 9, weapon, dagger, none, 1d12 (average 6), none, none, hit roll 2 , equipped by a punk
Gangland, "a studded Troll gang jacket", 10, armor, none, torso, 4/6/5/0, none, none, , equipped by a punk
Gangland, "a spray paint can", 12, wand, none, hold, none, none, hum, , equipped by a punk
Gangland, "a switchblade", 9, weapon, dagger, none, 1d12 (average 6), none, none, hit roll 2 , equipped by a punk
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
Gangland, "a Troll gang jacket", 5, armor, none, torso, 3/5/4/0, none, none, , equipped by a troll gang member
